,Song,Artist,pos,neu,neg,Sentiment
2495,By Your Side,"Jonas Blue, RAYE",1.6129032258064515,98.38709677419355,0.0,Positive
2496,Lloraras,"Billo's, Dimension Latina, Oscar D'Leï¿½n",0.0,0.0,0.0,
2497,Say You Won't Let Go,James Arthur,0.0,0.0,0.0,
2498,Te Encontre,El Vega,1.5625,93.75,4.6875,Negative
2499,Sorry - Latino Remix,"Justin Bieber, J Balvin",14.814814814814813,77.77777777777779,7.4074074074074066,Positive
2500,Alone,Alan Walker,0.0,97.43589743589743,2.564102564102564,Negative
2501,Uptown Funk (feat. Bruno Mars),Mark Ronson,0.0,0.0,0.0,
2502,Yo No S Maana (salsa),Luis Enrique,1.5384615384615385,75.38461538461539,23.076923076923077,Negative
2503,Si No Te Quiere,Ozuna,1.3157894736842104,98.68421052631578,0.0,Positive
2504,Me Quema,Paulina Rubio,19.767441860465116,74.4186046511628,5.813953488372093,Positive
2505,Fake Love,Drake,2.941176470588235,94.11764705882352,2.941176470588235,Neutral
2506,"Oiga, Mira, Vea",Guayacï¿½n Orquesta,1.7543859649122806,94.73684210526315,3.508771929824561,Negative
2507,Love Me,"Juan Magï¿½n, Tara Mcdonald, Urband 5",0.0,0.0,0.0,
2508,Vine a Buscarte (feat. Alexis & Fido) - Remix,"Fonseca, Alexis y Fido",0.0,0.0,0.0,
2509,Ahora Quien - Salsa Version,Marc Anthony,1.3157894736842104,98.68421052631578,0.0,Positive
2510,Can't Feel My Face,The Weeknd,0.0,0.0,0.0,
2511,Si me dices que s (feat. Nicky Jam),Cosculluela,2.380952380952381,95.23809523809523,2.380952380952381,Neutral
2512,Te Mando Flores,Fonseca,2.7027027027027026,97.2972972972973,0.0,Positive
2513,Ando buscando (feat. Piso 21),Carlos Baute,0.0,0.0,0.0,
2514,Humanos a Marte,Chayanne,4.545454545454546,95.45454545454545,0.0,Positive
2515,Pierde Los Modales,"J Balvin, Daddy Yankee",2.631578947368421,94.73684210526315,2.631578947368421,Neutral
2516,Fantica Sensual,Plan B,1.25,98.75,0.0,Positive
2517,Otra copa (feat. Farruko),Justin Quiles,1.0638297872340425,97.87234042553192,1.0638297872340425,Neutral
2518,Te Vas,Amï¿½rico,0.0,0.0,0.0,
2519,Call On Me - Ryan Riback Extended Remix,Starley,12.962962962962962,87.03703703703704,0.0,Positive
2520,Falsas Mentiras (feat. Ozuna),Los De La Nazza,0.0,0.0,0.0,
2521,Into You,Ariana Grande,0.0,100.0,0.0,Neutral
2522,Atrvete-Te-Te,Calle 13,0.0,97.43589743589743,2.564102564102564,Negative
2523,Greenlight (feat. Flo Rida & LunchMoney Lewis),Pitbull,0.0,0.0,0.0,
2524,Si Ella Quisiera - Remix,"Justin Quiles, Yandel, Gadiel",0.0,98.9795918367347,1.0204081632653061,Negative
2525,The Scientist,Coldplay,0.0,0.0,0.0,
2526,Stitches,Shawn Mendes,0.0,0.0,0.0,
2527,Firestone,"Kygo, Conrad Sewell",22.448979591836736,77.55102040816327,0.0,Positive
2528,Hola,Joey Montana,0.0,100.0,0.0,Neutral
2529,Ay Vamos,J Balvin,0.0,100.0,0.0,Neutral
2530,Latina Sabrosa,"Snova, Juan Magï¿½n",0.0,0.0,0.0,
2531,Stole the Show,"Kygo, Parson James",16.666666666666664,79.16666666666666,4.166666666666666,Positive
2532,Panda,Desiigner,0.0,0.0,0.0,
2533,Procura,ChiChi Peralta,0.0,98.50746268656717,1.4925373134328357,Negative
2534,How Deep Is Your Love,"Calvin Harris, Disciples",50.0,50.0,0.0,Positive
2535,Adventure of a Lifetime,Coldplay,40.98360655737705,59.01639344262295,0.0,Positive
2536,Una Cita - Remix,"Alkilados, Nicky Jam, J Alvarez, El Roockie",2.2556390977443606,97.74436090225564,0.0,Positive
2537,Ella Es Mi Fiesta (feat. Maluma) - Remix,Carlos Vives,0.0,0.0,0.0,
2538,Sugar (feat. Francesco Yates),Robin Schulz,0.0,0.0,0.0,
2539,Vuelve,"Juan Magï¿½n, Paulina Rubio, DCS",0.0,0.0,0.0,
2540,Reggaetn Lento (Bailemos),CNCO,0.0,98.82352941176471,1.1764705882352942,Negative
2541,Otra vez (feat. J Balvin),Zion & Lennox,0.0,0.0,0.0,
2542,Chantaje (feat. Maluma),Shakira,0.0,0.0,0.0,
2543,Safari,"J Balvin, Pharrell Williams, BIA, Sky",0.0,100.0,0.0,Neutral
2544,Vente Pa' Ca (feat. Maluma),Ricky Martin,0.0,0.0,0.0,
2545,Skyldig,Blak,5.47945205479452,94.52054794520548,0.0,Positive
2546,Closer,"The Chainsmokers, Halsey",0.0,0.0,0.0,
2547,La Bicicleta,"Carlos Vives, Shakira",0.0,100.0,0.0,Neutral
2548,Let Me Love You,"DJ Snake, Justin Bieber",30.263157894736842,67.10526315789474,2.631578947368421,Positive
2549,Shaky Shaky,Daddy Yankee,0.0,75.92592592592592,24.074074074074073,Negative
2550,Dile Que Tu Me Quieres,Ozuna,0.0,100.0,0.0,Neutral
2551,Starboy,"The Weeknd, Daft Punk",0.0,0.0,0.0,
2552,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","IAmChino, El Chacal",1.2345679012345678,97.53086419753086,1.2345679012345678,Neutral
2553,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,0.9523809523809524,99.04761904761905,0.0,Positive
2554,One Dance,"Drake, WizKid, Kyla",0.0,0.0,0.0,
2555,Andas En Mi Cabeza,"Chino & Nacho, Daddy Yankee",0.0,0.0,0.0,
2556,In the Name of Love,"Martin Garrix, Bebe Rexha",25.49019607843137,68.62745098039215,5.88235294117647,Positive
2557,24K Magic,Bruno Mars,9.58904109589041,89.04109589041096,1.36986301369863,Positive
2558,Don't Wanna Know,"Maroon 5, Kendrick Lamar",22.727272727272727,73.86363636363636,3.4090909090909087,Positive
2559,Don't Let Me Down (feat. Daya),The Chainsmokers,0.0,0.0,0.0,
2560,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,8.695652173913043,84.78260869565217,6.521739130434782,Positive
2561,Borro Cassette,Maluma,1.098901098901099,94.5054945054945,4.395604395604396,Negative
2562,Cold Water (feat. Justin Bieber & M),Major Lazer,0.0,0.0,0.0,
2563,Vacaciones,Wisin,0.8620689655172413,99.13793103448276,0.0,Positive
2564,Chillax (feat. Ky-Mani Marley),Farruko,2.5974025974025974,97.40259740259741,0.0,Positive
2565,Me Rehso,Danny Ocean,1.639344262295082,91.80327868852459,6.557377049180328,Negative
2566,My Way,Calvin Harris,3.7735849056603774,96.22641509433963,0.0,Positive
2567,Traicionera,Sebastian Yatra,5.263157894736842,84.21052631578947,10.526315789473683,Negative
2568,Gyal You A Party Animal - Remix,"Charly Black, Daddy Yankee",13.461538461538462,83.65384615384616,2.8846153846153846,Positive
2569,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)","Ozuna, Bad Bunny, Farruko, ï¿½engo Flow",0.0,0.0,0.0,
2570,Middle,"DJ Snake, Bipolar Sunshine",0.0,0.0,0.0,
2571,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,0.0,0.0,0.0,
2572,Side To Side,"Ariana Grande, Nicki Minaj",2.4691358024691357,88.88888888888889,8.641975308641975,Negative
2573,Black Beatles,"Rae Sremmurd, Gucci Mane",0.0,0.0,0.0,
2574,Fiesta Cumbiambera,Aniceto Molina,0.0,0.0,0.0,
2575,Heathens,Twenty One Pilots,0.0,0.0,0.0,
2576,Ride,Twenty One Pilots,0.0,0.0,0.0,
2577,Cheap Thrills,Sia,29.03225806451613,70.96774193548387,0.0,Positive
2578,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.0,0.0,0.0,
2579,Bailame Despacio,"Xantos, Dynell",0.0,94.44444444444444,5.555555555555555,Negative
2580,La Gozadera (feat. Marc Anthony),Gente De Zona,0.0,100.0,0.0,Neutral
2581,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.0,0.0,0.0,
2582,Treat You Better,Shawn Mendes,0.0,0.0,0.0,
2583,No Quiere Enamorarse (Remix) [feat. Daddy Yankee],Ozuna,1.098901098901099,96.7032967032967,2.197802197802198,Negative
2584,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.0,0.0,0.0,
2585,Desde Esa Noche (feat. Maluma),Thalia,0.0,0.0,0.0,
2586,Gyal You A Party Animal,Charly Black,19.767441860465116,79.06976744186046,1.1627906976744187,Positive
2587,This Is What You Came For (feat. Rihanna),Calvin Harris,0.0,0.0,0.0,
2588,Bobo,J Balvin,0.0,100.0,0.0,Neutral
2589,Perfect Strangers,"Jonas Blue, JP Cooper",7.8125,92.1875,0.0,Positive
2590,Me llamas (feat. Maluma) - Remix,Piso 21,11.475409836065573,86.88524590163934,1.639344262295082,Positive
2591,Hasta el Amanecer,Nicky Jam,0.0,100.0,0.0,Neutral
2592,La Cumbia Sampuesana,Aniceto Molina Y La Luz Roja De San Marcos,0.0,0.0,0.0,
2593,Faded,Alan Walker,0.0,0.0,0.0,
2594,"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)","De La Ghetto, Mambo Kingz, DJ Luian",0.0,0.0,0.0,
2595,17 Aos - En Vivo Concierto Sinfnico Cumbia Fuzin by Fuze Tea,"Los ï¿½ngeles Azules, Jay de la Cueva",0.0,0.0,0.0,
2596,All We Know,"The Chainsmokers, Phoebe Ryan",2.272727272727273,95.45454545454545,2.272727272727273,Neutral
2597,Ya Me Enter (feat. Nicky Jam) - Urban Version,Reik,0.0,98.75,1.25,Negative
2598,La Bala,Orquesta Internacional Hermanos Flores,0.0,0.0,0.0,
2599,La Negra Caderona,Aniceto Molina,0.0,0.0,0.0,
2600,Me Ama Me Odia,"Ozuna, Cosculluela, Revol",0.8849557522123894,96.46017699115043,2.6548672566371683,Negative
2601,I Feel It Coming,"The Weeknd, Daft Punk",0.0,0.0,0.0,
2602,Enfermera,Los Hermanos Flores,0.0,0.0,0.0,
2603,Stressed Out,Twenty One Pilots,0.0,0.0,0.0,
2604,Cake By The Ocean,DNCE,11.29032258064516,79.03225806451613,9.67741935483871,Positive
2605,Hasta Que Se Seque el Malecn (feat. Farruko) - Remix,Jacob Forever,0.0,0.0,0.0,
2606,Fuego,Juanes,0.0,0.0,0.0,
2607,El Peluquero,Aniceto Molina Y La Luz Roja De San Marcos,0.0,0.0,0.0,
2608,Ginza,J Balvin,6.756756756756757,93.24324324324324,0.0,Positive
2609,Baila Conmigo,"Juan Magï¿½n, Luciana",0.0,100.0,0.0,Neutral
2610,Work,"Rihanna, Drake",0.0,0.0,0.0,
2611,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,0.0,0.0,0.0,
2612,Vivir Mi Vida,Marc Anthony,0.0,100.0,0.0,Neutral
2613,Linda Muchachita,Los Hermanos Flores,0.0,0.0,0.0,
2614,Just Hold On,"Steve Aoki, Louis Tomlinson",14.583333333333334,85.41666666666666,0.0,Positive
2615,Pa Que Me Invitan - Spanglish Version,"JENCARLOS, Charly Black",0.0,0.0,0.0,
2616,Starboy,"The Weeknd, Daft Punk",0.0,0.0,0.0,
2617,Tuesday,"Burak Yeter, Danelle Sandoval",0.0,98.11320754716981,1.8867924528301887,Negative
2618,Closer,"The Chainsmokers, Halsey",0.0,0.0,0.0,
2619,Alone,Alan Walker,0.0,97.43589743589743,2.564102564102564,Negative
2620,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.0,0.0,0.0,
2621,"I Dont Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",0.0,0.0,0.0,
2622,Black Beatles,"Rae Sremmurd, Gucci Mane",0.0,0.0,0.0,
2623,Say You Won't Let Go,James Arthur,0.0,0.0,0.0,
2624,I Feel It Coming,"The Weeknd, Daft Punk",0.0,0.0,0.0,
2625,Let Me Love You,"DJ Snake, Justin Bieber",30.263157894736842,67.10526315789474,2.631578947368421,Positive
2626,Call On Me - Ryan Riback Extended Remix,Starley,12.962962962962962,87.03703703703704,0.0,Positive
2627,In the Name of Love,"Martin Garrix, Bebe Rexha",25.49019607843137,68.62745098039215,5.88235294117647,Positive
2628,Don't Wanna Know,"Maroon 5, Kendrick Lamar",22.727272727272727,73.86363636363636,3.4090909090909087,Positive
2629,Rooftop,NOï¿½P,0.0,0.0,0.0,
2630,All We Know,"The Chainsmokers, Phoebe Ryan",2.272727272727273,95.45454545454545,2.272727272727273,Neutral
2631,One Dance,"Drake, WizKid, Kyla",0.0,0.0,0.0,
2632,Fake Love,Drake,2.941176470588235,94.11764705882352,2.941176470588235,Neutral
2633,Just Hold On,"Steve Aoki, Louis Tomlinson",14.583333333333334,85.41666666666666,0.0,Positive
2634,Hukutaan,Arttu Lindeman,0.0,100.0,0.0,Neutral
2635,Alone,Alan Walker,0.0,97.43589743589743,2.564102564102564,Negative
2636,Loistat Pimes,Mikael Gabriel,0.0,0.0,0.0,
2637,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.0,0.0,0.0,
2638,Sinuhe,"Profeetat, Cheek, Elastinen",0.0,100.0,0.0,Neutral
2639,Starboy,"The Weeknd, Daft Punk",0.0,0.0,0.0,
2640,Just Hold On,"Steve Aoki, Louis Tomlinson",14.583333333333334,85.41666666666666,0.0,Positive
2641,Tuesday,"Burak Yeter, Danelle Sandoval",0.0,98.11320754716981,1.8867924528301887,Negative
2642,Pisamat,Nikke Ankara,0.0,0.0,0.0,
2643,Black Beatles,"Rae Sremmurd, Gucci Mane",0.0,0.0,0.0,
2644,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,0.0,0.0,0.0,
2645,Now and Later,Sage The Gemini,19.444444444444446,79.16666666666666,1.3888888888888888,Positive
2646,Rakas,Haloo Helsinki!,0.0,100.0,0.0,Neutral
2647,Mist s tuutPt. 2,JVG,1.7241379310344827,96.55172413793103,1.7241379310344827,Neutral
2648,Lujaa (feat. Pete Parkkonen),TIPPA,0.0,0.0,0.0,
2649,Move Your Body - Alan Walker Remix,Sia,3.076923076923077,96.92307692307692,0.0,Positive
2650,"I Dont Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",0.0,0.0,0.0,
2651,Revolveri (Luokkakokous 2 - Polttarit),"JVG, Elias Gould, MGI",0.0,0.0,0.0,
2652,Vilmasen Iinan bileet,Roope Salminen & Koirat,0.0,0.0,0.0,
2653,Hear Me Now,"Alok, Bruno Martini, Zeeba",0.0,100.0,0.0,Neutral
2654,Let Me Love You,"DJ Snake, Justin Bieber",30.263157894736842,67.10526315789474,2.631578947368421,Positive
2655,Saturnus,"Brï¿½di, Illi",0.0,0.0,0.0,
2656,I Feel It Coming,"The Weeknd, Daft Punk",0.0,0.0,0.0,
2657,Enemmn kuin valmis,Aste,1.3513513513513513,97.2972972972973,1.3513513513513513,Neutral
2658,Lumi Teki Enkelin Eteiseen - Vain Elm Kausi 5,Mikael Gabriel,0.0,100.0,0.0,Neutral
2659,Kohta sataa,Pete Parkkonen,0.0,0.0,0.0,
2660,Call On Me - Ryan Riback Extended Remix,Starley,12.962962962962962,87.03703703703704,0.0,Positive
2661,Ei Mitn Jiit,Adi L Hasla,0.0,0.0,0.0,
2662,Bad Things (with Camila Cabello),Machine Gun Kelly,0.0,0.0,0.0,
2663,Fuulaa,"Evelina, Julma H",1.4285714285714286,97.14285714285714,1.4285714285714286,Neutral
2664,Closer,"The Chainsmokers, Halsey",0.0,0.0,0.0,
2665,I Would Like,Zara Larsson,22.07792207792208,72.72727272727273,5.194805194805195,Positive
2666,Parvekkeella,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",0.0,0.0,0.0,
2667,Solo Dance,Martin Jensen,0.0,95.65217391304348,4.3478260869565215,Negative
2668,Blue (Da Ba Dee) - Sound of Legend Edit,Sound Of Legend,0.0,0.0,0.0,
2669,Don't Wanna Know,"Maroon 5, Kendrick Lamar",22.727272727272727,73.86363636363636,3.4090909090909087,Positive
2670,Inside the Lines (feat. Casso),Mike Perry,0.0,0.0,0.0,
2671,Panomies,Skandaali,0.0,0.0,0.0,
2672,Dye My Hair,ALMA,4.285714285714286,94.28571428571428,1.4285714285714286,Positive
2673,Scars To Your Beautiful,Alessia Cara,33.89830508474576,61.016949152542374,5.084745762711865,Positive
2674,Vikat hitaat (feat. Mkki),Hotelli Vantaa,0.0,0.0,0.0,
2675,Make Me (Cry),"Noah Cyrus, Labrinth",2.898550724637681,92.7536231884058,4.3478260869565215,Negative
2676,Don't Let Me Down (feat. Daya),The Chainsmokers,0.0,0.0,0.0,
2677,Love Me Now,John Legend,49.056603773584904,39.62264150943396,11.320754716981133,Positive
2678,Likkyy,Arttu Lindeman,0.0,100.0,0.0,Neutral
2679,Murhaaja,"DEM, PistePiste, Maiki",0.0,0.0,0.0,
2680,Ei Filtterii,Evelina,0.0,100.0,0.0,Neutral
2681,Siivet,"Teflon Brothers, Aku Hirviniemi",0.0,100.0,0.0,Neutral
2682,Shed a Light,"Robin Schulz, David Guetta, Cheat Codes",30.952380952380953,69.04761904761905,0.0,Positive
2683,Hubba Bubba,"Teflon Brothers, Ressu Redford, Heavyweight",2.0,98.0,0.0,Positive
2684,Karma,ALMA,26.47058823529412,64.70588235294117,8.823529411764707,Positive
2685,Heathens,Twenty One Pilots,0.0,0.0,0.0,
2686,Honey,"Evelina, Mikael Gabriel",0.0,100.0,0.0,Neutral
2687,Peruskallio,Aste,0.0,0.0,0.0,
2688,Pannaan Suomi Kuntoon,Petri Nygï¿½rd,0.0,0.0,0.0,
2689,Beast,"Tungevaag, Raaban, Isac Elliot",8.571428571428571,80.0,11.428571428571429,Negative
2690,Say You Won't Let Go,James Arthur,0.0,0.0,0.0,
2691,Sandstorm - Radio Edit,Darude,0.0,0.0,0.0,
2692,Hehkuu,JVG,0.0,100.0,0.0,Neutral
2693,24K Magic,Bruno Mars,9.58904109589041,89.04109589041096,1.36986301369863,Positive
2694,Cold Water (feat. Justin Bieber & M),Major Lazer,0.0,0.0,0.0,
2695,Juha88,"Vilma Alina, Teflon Brothers",0.0,97.82608695652173,2.1739130434782608,Negative
2696,Faded,Alan Walker,0.0,0.0,0.0,
2697,Side To Side,"Ariana Grande, Nicki Minaj",2.4691358024691357,88.88888888888889,8.641975308641975,Negative
2698,Pelkkii Voittoi,"Adi L Hasla, Mï¿½kki, Kube",0.0,100.0,0.0,Neutral
2699,Would I Lie to You - Radio Edit,"David Guetta, Cedric Gervais, Chris Willis",0.0,0.0,0.0,
2700,Routine,"Alan Walker, David Whistle",0.0,0.0,0.0,
2701,In the Name of Love,"Martin Garrix, Bebe Rexha",25.49019607843137,68.62745098039215,5.88235294117647,Positive
2702,Caribbean Rave,W&W,23.52941176470588,76.47058823529412,0.0,Positive
2703,Bumpy Ride,Mohombi,9.30232558139535,88.37209302325581,2.3255813953488373,Positive
2704,Elefantin paino,Ellinoora,0.0,100.0,0.0,Neutral
2705,One Dance,"Drake, WizKid, Kyla",0.0,0.0,0.0,
2706,Made Of Stone,"BACALL, Malo, Prince Osito",0.0,0.0,0.0,
2707,Alarm,Anne-Marie,5.714285714285714,82.85714285714286,11.428571428571429,Negative
2708,N yt ei anna armoo (feat. Cheek),Kaija Koo,0.0,100.0,0.0,Neutral
2709,Bujaka (feat. Sharon),ILARI,0.0,0.0,0.0,
2710,Etsi mut,Aleksanteri Hakaniemi,0.0,0.0,0.0,
2711,Treat You Better,Shawn Mendes,0.0,0.0,0.0,
2712,Cheap Thrills,Sia,29.03225806451613,70.96774193548387,0.0,Positive
2713,All We Know,"The Chainsmokers, Phoebe Ryan",2.272727272727273,95.45454545454545,2.272727272727273,Neutral
2714,My Way,Calvin Harris,3.7735849056603774,96.22641509433963,0.0,Positive
2715,The Greatest,Sia,30.864197530864196,69.1358024691358,0.0,Positive
2716,Sing Me to Sleep,Alan Walker,0.0,100.0,0.0,Neutral
2717,Ku Kanye Kanyee (feat. Cheek),SANNI,0.0,0.0,0.0,
2718,Sp,Hank Solo,0.0,0.0,0.0,
2719,Kipua (Vain elm kausi 5),Lauri Tï¿½hkï¿½,0.0,0.0,0.0,
2720,Mercy,Shawn Mendes,30.0,70.0,0.0,Positive
2721,Lighthouse - Andrelli Remix,Hearts & Colors,0.0,97.91666666666666,2.083333333333333,Negative
2722,Menee tunteisiin,Arttu Lindeman,0.0,100.0,0.0,Neutral
2723,Pauhaava Sydn,Mikael Gabriel,0.0,0.0,0.0,
2724,Bad and Boujee (feat. Lil Uzi Vert),Migos,0.0,0.0,0.0,
2725,Ett mithn vittua,SANNI,0.0,100.0,0.0,Neutral
2726,Don't Be So Shy - Filatov & Karas Remix,Imany,4.444444444444445,95.55555555555556,0.0,Positive
2727,Fake Love,Drake,2.941176470588235,94.11764705882352,2.941176470588235,Neutral
2728,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,8.695652173913043,84.78260869565217,6.521739130434782,Positive
2729,All Good Everything,Cheek,0.0,0.0,0.0,
2730,Oo se kun oot (feat. Paperi T),SANNI,0.0,100.0,0.0,Neutral
2731,Mit m teen (feat. JVG),Pete Parkkonen,0.0,100.0,0.0,Neutral
2732,Ettei Nyt Vaan Sattuis Mitn,Nikke Ankara,0.0,0.0,0.0,
2733,Jotain Aitoo,Robin,0.0,0.0,0.0,
2734,Johtothti,JVG,0.0,100.0,0.0,Neutral
2735,The Ocean (feat. Shy Martin),Mike Perry,0.0,100.0,0.0,Neutral
2736,Taped up Heart (feat. Clara Mae),KREAM,0.0,0.0,0.0,
2737,Starving,"Hailee Steinfeld, Grey, Zedd",2.7777777777777777,94.44444444444444,2.7777777777777777,Neutral
2738,Bandida,"VG+, Seksikï¿½s-Suklaa",0.0,0.0,0.0,
2739,Limudisko,Pï¿½ï¿½-ï¿½ijï¿½t,0.0,0.0,0.0,
2740,By Your Side,"Jonas Blue, RAYE",1.6129032258064515,98.38709677419355,0.0,Positive
2741,All Night,"The Vamps, Matoma",0.0,95.1219512195122,4.878048780487805,Negative
2742,Lemmikki,Nelli Matula,0.0,0.0,0.0,
2743,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.0,0.0,0.0,
2744,Tyson,JVG,0.0,100.0,0.0,Neutral
2745,Pyyd multa anteeks kunnolla,Antti Tuisku,0.0,0.0,0.0,
2746,Plug,Kube,0.0,96.7741935483871,3.225806451612903,Negative
2747,Tyhjss Huoneessa - Vain Elm Kausi 5,Mikael Gabriel,0.0,0.0,0.0,
2748,Sex,"Cheat Codes, Kris Kross Amsterdam",1.5873015873015872,85.71428571428571,12.698412698412698,Negative
2749,Hakuammuntaa,"Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth",0.0,100.0,0.0,Neutral
2750,Keinutaan (feat. VilleGalle),Antti Tuisku,0.0,98.86363636363636,1.1363636363636365,Negative
2751,This Is What You Came For (feat. Rihanna),Calvin Harris,0.0,0.0,0.0,
2752,Originaali,Kube,0.0,96.82539682539682,3.1746031746031744,Negative
2753,"i hate u, i love u (feat. olivia o'brien)",gnash,0.0,0.0,0.0,
2754,Stressed Out,Twenty One Pilots,0.0,0.0,0.0,
2755,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.0,0.0,0.0,
2756,Chilii (feat. SINI YASEMIN),Raappana,0.0,0.0,0.0,
2757,Sinun vaikka hajoat,Happoradio,0.0,100.0,0.0,Neutral
2758,Lhiunelmii,"Teflon Brothers, Mariska",0.0,100.0,0.0,Neutral
2759,Sireenit,Evelina,0.0,100.0,0.0,Neutral
2760,Paluu tulevaisuuteen,JVG,0.0,100.0,0.0,Neutral
2761,Muistikuvien Vanki,"Mï¿½kki, Keko Salata",0.0,0.0,0.0,
2762,Oota Mua,"Elastinen, Johanna Kurkela",0.0,0.0,0.0,
2763,Sinulle mutsi,Roope Salminen & Koirat,0.0,0.0,0.0,
2764,Leijonakuningas,Ellinoora,0.0,100.0,0.0,Neutral
2765,Pohjanmaan kautta,Pï¿½ï¿½-ï¿½ijï¿½t,0.0,0.0,0.0,
2766,Panda,Desiigner,0.0,0.0,0.0,
2767,No Money,Galantis,0.0,100.0,0.0,Neutral
2768,Sun takii,Lucas,0.0,0.0,0.0,
2769,Tytyy Jaksaa,"Elastinen, Sami Hedberg",0.0,100.0,0.0,Neutral
2770,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,0.0,0.0,0.0,
2771,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,0.0,0.0,0.0,
2772,Suudellaan (Vain elm kausi 5),Anna Puu,0.0,0.0,0.0,
2773,The Greatest (feat. Kendrick Lamar),Sia,0.0,0.0,0.0,
2774,Faijas (feat. Lucas),Arttu Lindeman,0.0,98.50746268656717,1.4925373134328357,Negative
2775,Polte (Vain elm kausi 5),Chisu,0.0,0.0,0.0,
2776,Drop That Low (When I Dip),Tujamo,0.0,83.33333333333334,16.666666666666664,Negative
2777,"Me, Myself & I","G-Eazy, Bebe Rexha",8.91089108910891,78.21782178217822,12.871287128712872,Negative
2778,Vahinko,SANNI,0.0,100.0,0.0,Neutral
2779,Party Monster,The Weeknd,9.411764705882353,85.88235294117646,4.705882352941177,Positive
2780,Party Till We Die - Radio Edit,"MAKJ, Timmy Trumpet, Andrew W.K.",0.0,0.0,0.0,
2781,Chantaje (feat. Maluma),Shakira,0.0,0.0,0.0,
2782,Itket turhaan,"Samson, EME",0.0,98.88888888888889,1.1111111111111112,Negative
2783,Snadi,Roope Salminen & Koirat,0.0,0.0,0.0,
2784,Tarkenee,JVG,0.0,98.4375,1.5625,Negative
2785,Autiosaari,Tuure Kilpelï¿½inen ja Kaihon Karavaani,0.0,0.0,0.0,
2786,"Mist s tuut? (feat. Gracias, Paperi T, Juno, Stepa, Srre, Gasellit & Kube)",JVG,0.5681818181818182,99.43181818181817,0.0,Positive
2787,Sorry,Justin Bieber,0.0,0.0,0.0,
2788,Anna M Puhallan,Janna,0.0,0.0,0.0,
2789,Human,Rag'n'Bone Man,0.0,0.0,0.0,
2790,Lush Life,Zara Larsson,6.097560975609756,93.90243902439023,0.0,Positive
2791,Perfect Strangers,"Jonas Blue, JP Cooper",7.8125,92.1875,0.0,Positive
2792,On Niin Paljon Mit Menett,Mikko Pohjola,0.0,0.0,0.0,
2793,Ride,Twenty One Pilots,0.0,0.0,0.0,
2794,Kato mua silmiin,Reino Nordin,0.0,100.0,0.0,Neutral
2795,Juju on That Beat (TZ Anthem),"Zay Hilfigerrr, Zayion McCall",2.666666666666667,94.66666666666667,2.666666666666667,Neutral
2796,Ain't My Fault,Zara Larsson,4.901960784313726,95.09803921568627,0.0,Positive
2797,En Tii Sun Nimee,"Nikke Ankara, Ollie",0.0,100.0,0.0,Neutral
2798,l hert mua unesta,Mikael Gabriel,0.0,0.0,0.0,
2799,Pakastin,Mï¿½kki,0.0,0.0,0.0,
2800,Lights Out (Too Drunk) [feat. Hayla],DJ Katch,0.0,0.0,0.0,
2801,Hymn for the Weekend,Coldplay,2.4691358024691357,93.82716049382715,3.7037037037037033,Negative
2802,Huomisen Huolia,"Spekti, Tasis",0.0,100.0,0.0,Neutral
2803,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,0.0,0.0,0.0,
2804,UFO (feat. Solamay),Alex Mattson,21.153846153846153,78.84615384615384,0.0,Positive
2805,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,0.0,0.0,0.0,
2806,Madafakin darra (feat. Ida Paul),Roope Salminen & Koirat,0.0,100.0,0.0,Neutral
2807,Russian Roulette,"Tungevaag, Raaban, Charlie Who?",0.0,0.0,0.0,
